Experiment,Algorithm,Metric,RawValues
messaging,HYBRID,handshake_latency_ms_raw,0.4271250218153
messaging,HYBRID,tx_bytes_raw,1940;0
file_transfer,RSA,transfer_latency_ms_raw,950.5325419595465;956.7286249948665
file_transfer,RSA,throughput_mbps_raw,44.12583278162511;43.84005966187649
file_transfer,RSA,chunk_latency_ms_raw,2.982415957376361;2.916709054261446;2.968332963064313;2.8049160027876496;2.6504159905016422;2.7286249678581953;2.767625031992793;2.623041975311935;2.708542044274509;2.7630000840872526;2.737083937972784;2.8114160522818565;2.840499975718558;2.8443329501897097;2.8427080251276493;2.6852500159293413;2.652833005413413;2.7346250135451555;2.8264999855309725;2.7574169216677547;2.7814999921247363;2.7297079795971513;2.8074999572709203;2.8274169890210032;2.9353329446166754;2.8943339129909873;2.913417061790824;2.890709089115262;2.907790942117572;2.888292074203491;2.629667054861784;2.7018750552088022;2.7767500141635537;2.7754580369219184;2.8453749837353826;2.931874943897128;2.8577089542523026;2.763541997410357;2.720374963246286;2.5900410255417228;2.780540962703526;2.7840830152854323;2.7336670318618417;2.800874994136393;2.6699589798226953;2.7424999279901385;2.76041601318866;2.7376250363886356;2.69658409524709;2.8184589464217424;2.8603749815374613;2.684582956135273;2.707957988604903;2.817707951180637;2.7864169096574187;2.798832952976227;2.7536250418052077;2.6235419791191816;2.7658749604597688;2.831124933436513;2.600707928650081;2.68287502694875;2.7893329970538616;2.6628749910742044;2.672291942872107;2.8238340746611357;2.8165410039946437;2.800749964080751;2.8378749266266823;2.8762499568983912;2.856750041246414;2.9156659729778767;2.8499580221250653;2.8707090532407165;2.9192500514909625;2.885333029553294;2.925500040873885;2.9506669379770756;2.9035829938948154;2.953459043055773;2.918291953392327;2.896375022828579;2.945125102996826;2.8899579774588346;2.850292017683387;2.956041949801147;2.8943330980837345;2.9603750444948673;2.6870829751715064;2.6757499435916543;2.7423750143498182;2.818834036588669;2.7912920340895653;2.8463330818340182;2.820290974341333;2.844042028300464;2.9027920681983232;2.9100000392645597;2.8736250242218375;2.8683750424534082;2.874125028029084;2.836041967384517;2.875500009395182;2.9051669407635927;2.893917029723525;2.969458932057023;2.8615419287234545;2.8622919926419854;2.9752079863101244;2.919374965131283;2.8972079744562507;2.8690830804407597;2.881416934542358;2.944250009022653;2.912833937443793;2.9028330463916063;2.978708944283426;2.9262080788612366;2.9101669788360596;2.9422499937936664;2.897124970331788;2.9147500172257423;2.9851660365238786;3.0912079382687807;3.112124977633357;3.0568749643862247;3.0079579446464777;3.1868750229477882;3.024459001608193;3.0317920027300715;3.0620420584455132;2.7738750213757157;2.7830840554088354;2.8750409837812185;2.7667090762406588;2.846833085641265;2.8760420391336083;2.866750000976026;2.948957961052656;2.910875016823411;2.896666992455721;2.9632910154759884;2.984958002343774;2.8937500901520252;3.0224169604480267;2.9122079722583294;2.9416250763460994;2.980499994009733;2.9940829845145345;2.9887090204283595;2.994542010128498;2.971332985907793;3.0512079829350114;3.0070000793784857;2.9678749851882458;3.0376670183613896;2.9938750667497516;2.979750046506524;3.035334055311978;2.9815840534865856;3.0092919478192925;2.9597500106319785;3.020040923729539;2.9362920904532075;2.811292069964111;2.8515829471871257;2.984749968163669;2.877624938264489;2.9396250611171126;3.0204160138964653;2.921166946180165;2.9772910056635737;2.8050829423591495;2.8799999272450805;2.9123330023139715;2.7544159675017;2.8635000344365835;2.9982919804751873;2.926000044681132;2.9236250557005405;2.998832962475717;2.9737079748883843;2.959165954962373;2.982207923196256;2.9694170225411654;2.9907500138506293;2.96691688708961;2.962541999295354;3.083959105424583;2.94991594273597;2.970666973851621;2.988792024552822;2.983042038977146;2.9804579680785537;2.9799590120092034;2.970875008031726;2.9908750439062715;2.98416696023196;2.9880841029807925;2.9996249359101057;3.004666999913752;3.012166009284556;2.9873340390622616;2.9884170508012176;3.0413330532610416;2.9914580518379807;3.041667048819363;3.01574997138232;2.9947080183774233;2.9863748932257295;3.0236670281738043;2.952125039882958;2.8204580303281546;2.934624906629324;2.958333003334701;2.946708002127707;2.7753330068662763;2.8651669854298234;2.91012495290488;2.909082919359207;2.945916960015893;2.935083000920713;2.8969169361516833;3.0051670037209988;3.0672920402139425;2.9504590202122927;2.965416992083192;2.864583977498114;3.0130419181659818;3.0320408986881375;3.013749956153333;3.0434589134529233;3.0563329346477985;2.9469580622389913;2.9230420477688313;2.996208961121738;2.909832983277738;3.0419169925153255;3.0856250086799264;3.017875016666949;2.987500047311187;2.802124945446849;2.8913329588249326;2.9070000164210796;2.9094580095261335;2.8358750278130174;2.846166957169771;2.95391702093184;3.042166936211288;2.9871250735595822;3.0091250082477927;3.012417000718415;3.0092080123722553;3.0103339813649654;2.9999170219525695;2.991457935422659;2.836874919012189;2.8822909807786345;2.9422499937936664;2.95745802577585;2.994457958266139;3.0153749976307154;2.9935420025140047;3.025125013664365;3.020999953150749;3.0174580169841647;3.0224170768633485;3.013417008332908;3.002209006808698;2.984291990287602;2.991375047713518;3.001165925525129;3.019833005964756;2.9881669906899333;3.007416962645948;3.0374169582501054;3.0752919847145677;2.884083893150091;2.9064579866826534;2.972166985273361;3.022541990503669;3.079000045545399;3.0481660505756736;3.0361670069396496;2.9818330658599734;3.020124975591898;2.9887919081375003;3.0300829093903303;3.0175839783623815;3.021499956957996;2.877083024941385;2.8035830473527312;2.925500040873885;2.9354580910876393;2.946582972072065;2.973709022626281;2.9975830111652613;2.9709169175475836;3.015125053934753;2.972249989397824;2.9562090057879686;2.9902500100433826;2.9577090172097087;2.997542032971978;3.0205000657588243;3.0055419774726033;2.978916047140956;2.976750023663044;2.9925830895081162;2.971542067825794;2.963833976536989;3.0194580322131515;2.8208750300109386;2.876583021134138;2.918125013820827;2.9487910214811563;2.973125083371997;3.0493329977616668;2.9493329348042607;3.0008750036358833;2.8616670751944184;2.873541903682053;2.90041696280241;3.0388750601559877;2.8959159972146153;2.8972909785807133;2.8530829586088657;2.8784170281141996;2.8857080033048987;2.8790420619770885;2.8577499324455857;2.8692499035969377;2.874458907172084;2.8552080038934946;2.8613749891519547;2.8554589953273535;2.8733329381793737;2.9944999841973186;2.9016670305281878;2.859416068531573;2.8772089863196015;2.8981659561395645;2.905166009441018;2.886125002987683;2.895790967158973;2.886667032726109;2.869167015887797;2.9111660551279783;2.896666992455721;2.874540979973972;2.885167021304369;2.8572080191224813;2.9039999935775995;2.939000027254224;2.939208992756903;2.9048329452052712;2.9034160543233156;2.8633750043809414;2.708749962039292;2.8184170369058847;2.8719580732285976;2.863875008188188;2.873457968235016;2.8301249258220196;2.6710840174928308;2.7198330499231815;2.8639999218285084;2.8114579617977142;2.8397920541465282;2.785665914416313;2.798624918796122;2.833792008459568;2.93354201130569;3.037292044609785;2.8706660959869623;2.9012500308454037;2.899833023548126;2.9360840562731028;2.9012500308454037;2.9115830548107624;2.906291978433728;2.8636669740080833;2.904374967329204;2.7287909761071205;2.73049995303154;2.847542054951191;2.800541929900646;2.8214589692652225;2.8566670371219516;2.7157911099493504;2.8227909933775663;2.9066249262541533;2.9012089362367988;2.899708109907806;2.8769579948857427;2.9184999875724316;2.9270420782268047;2.877500024624169;2.9234590474516153;2.9657920822501183;2.941708080470562;2.9633339727297425;2.9322499176487327;2.9424160020425916;2.95075005851686;2.943500061519444;2.920042024925351;2.9499169904738665;2.8892499394714832;2.9455419862642884;2.9035418992862105;2.9241660377010703;2.9663750901818275;2.9251660453155637;2.939124940894544;2.9341249028220773;2.9632089426741004;2.9329160461202264;2.7437079697847366;2.734125009737909;2.8190419543534517;2.8535830788314342;2.8968750266358256;2.901292056776583;2.8975409222766757;2.8860840247943997;2.936708042398095;2.8650000458583236;2.9063340043649077;2.899250015616417;2.8984580421820283;2.903624903410673;2.9057080391794443;2.904583001509309;2.9247079510241747;2.928416943177581;2.922459039837122;2.8816249687224627;2.9375419253483415;2.924583968706429;3.0007919995114207;2.897665952332318;2.9114580247551203;2.927792025730014;2.9381250496953726;2.8520419728010893;2.738458919338882;2.8159170178696513;2.9358750907704234;2.7444580337032676;2.8615830233320594;2.849415992386639;2.9561250703409314;2.980499994009733;2.895624958910048;2.9059170046821237;2.940916921943426;2.930791932158172;2.9067089781165123;2.9445000691339374;2.9596660751849413;2.9568750178441405;2.9365839436650276;2.9404580127447844;2.9332920676097274;2.961207996122539;2.9334169812500477;2.950625028461218;2.938334015198052;2.9329160461202264;2.777791931293905;2.760250004939735;2.8355830581858754;2.942958031781018;2.872333046980202;2.9150000773370266;2.92654091026634;2.9388749971985817;2.9297920409590006;2.9270839877426624;2.937417011708021;2.96679197344929;2.932415925897658;2.936250064522028;2.956083044409752;2.9511250322684646;2.935832948423922;2.7520000003278255;2.8471670811995864;2.957290969789028;2.927624969743192;2.93804204557091;2.9251250671222806;2.9411669820547104;2.9307499062269926;2.938500023446977;2.9446660773828626;2.964374958537519;2.965457970276475;2.918416983447969;2.944125095382333;2.909792005084455;2.9275830602273345;2.976124989800155;2.9319170862436295;2.9550420586019754;2.9953340999782085;2.9674579855054617;2.958624972961843;3.0081250006332994;2.9531249310821295;2.9609999619424343;2.9932090546935797;2.9755409341305494;3.0254169832915068;2.9562499839812517;2.9392499709501863;2.968624932691455;2.964916988275945;2.933708019554615;2.9690410010516644;2.985792001709342;3.075249958783388;3.0239169718697667;2.9659580904990435;2.981457975693047;2.948459004983306;2.794999978505075;2.913458039984107;2.917999983765185;2.9602079885080457;2.7262080693617463;2.733041997998953;2.7869580080732703;2.8843750478699803;2.901708008721471;2.8747919714078307;2.778208930976689;2.863291068933904;2.980042016133666;2.9746670043095946;3.0260829953476787;2.9640840366482735;2.9765840154141188;2.9778750613331795;3.02995799575001;2.998791984282434;2.9935420025140047;2.974624978378415;3.0086670303717256;2.985958009958267;2.9664590256288648;3.021167009137571;2.980249933898449;2.997333067469299;2.9439160134643316;3.0620000325143337;2.97949998639524;2.9800839256495237;2.988958964124322;2.986708073876798;3.024208010174334;2.9908749274909496;3.014291054569185;3.0836249934509397;3.032333916053176;3.038833034224808;3.1698329839855433;3.0462080612778664;3.0944589525461197;3.0369999585673213;3.055750043131411;2.972666989080608;2.9139580437913537;2.997625037096441;2.976291929371655;3.050500061362982;3.110417048446834;3.126417053863406;2.978084026835859;2.972458954900503;3.0588749796152115;3.0100829899311066;3.089791047386825;3.034583991393447;3.0725409742444754;3.041708027012646;3.042708965949714;3.121291985735297;3.0548330396413803;3.050292027182877;3.305374993942678;2.8390419902279973;2.9044579714536667;2.835000050254166;2.931250026449561;2.953957999125123;2.9862920055165887;2.9701670864596963;3.002417040988803;2.9662499437108636;2.9879159992560744;2.9986249282956123;2.9518749797716737;2.950625028461218;3.018000046722591;2.9732920229434967;2.9821250354871154;2.9948329320177436;2.9782080091536045;3.0098339775577188;2.949708024971187;2.9864999232813716;2.9805420199409127;2.988290973007679;2.9992079362273216;2.9802920762449503;2.986749983392656;2.9938750667497516;2.9575839871540666;2.9894589679315686;3.036875044927001;2.9765419894829392;2.968749962747097;2.988249994814396;2.994125010445714;2.982957987114787;2.9973749769851565;2.955749980174005;2.9885830590501428;2.935167052783072;3.0185830546543;2.959958976134658;2.993999980390072;2.9609580524265766;3.012582892552018;3.0046249739825726;2.9770000837743282;2.966957981698215;2.984457998536527
file_transfer,RSA,handshake_latency_ms_raw,36.73441696446389
file_transfer,RSA,tx_bytes_raw,707;0
file_transfer,RSA,renegotiation_count_raw,0;0
file_transfer,ECC,transfer_latency_ms_raw,947.3780839471146;956.3140419777483
file_transfer,ECC,throughput_mbps_raw,44.27275731907408;43.85906528493277
file_transfer,ECC,chunk_latency_ms_raw,2.830042038112879;2.849375014193356;2.8676249785348773;2.787749981507659;2.590249991044402;2.642916049808264;2.752415952272713;2.7574999257922173;2.7466670144349337;2.739708055742085;2.7109578950330615;2.7999590383842587;2.8245829744264483;2.607624977827072;2.7457920368760824;2.8549160342663527;2.7612500125542283;2.812082995660603;2.8349169297143817;2.819541026838124;2.8428330551832914;2.8327920008450747;2.8067079838365316;2.8187920106574893;2.8168329736217856;2.836500061675906;2.8597089694812894;2.8047090163454413;2.820999943651259;2.8024589410051703;2.8424999909475446;2.8505829395726323;2.967833075672388;2.8796669794246554;2.858084044419229;2.881875028833747;2.8946249512955546;2.882583998143673;2.902874955907464;2.902582986280322;2.905000001192093;2.9174580704420805;2.886542002670467;2.937125042080879;2.8861670289188623;2.894582925364375;2.899375045672059;2.9255830449983478;2.908542053773999;2.985375002026558;2.8912919806316495;2.8657090151682496;2.8809589566662908;2.9017500346526504;2.9118750244379044;2.932499977760017;2.9375830199569464;2.7433749055489898;2.6285829953849316;2.6627089828252792;2.748166909441352;2.634083037264645;2.751291962340474;2.810959005728364;2.7339590014889836;2.622916013933718;2.775041968561709;2.5826250202953815;2.7722090017050505;2.915249904617667;2.7632919372990727;2.692166017368436;2.8077500173822045;2.8270420152693987;2.7559170266613364;2.6136250235140324;2.700999961234629;2.8110829880461097;2.7032080106437206;2.6637500850483775;2.712624962441623;2.7957919519394636;2.7773750480264425;2.7946250047534704;2.8665419667959213;2.860417007468641;2.826708019711077;2.814750070683658;2.8026249492540956;2.804832998663187;2.832749974913895;2.798625035211444;2.7766249841079116;2.700459095649421;2.6551249902695417;2.7586669893935323;2.7857909444719553;2.7890000492334366;2.821833943016827;2.8258339734748006;2.807250013574958;2.8113749576732516;2.926458022557199;2.8712500352412462;2.8483750065788627;2.8155000181868672;2.840208006091416;2.866791095584631;2.882541040889919;2.8288749745115638;2.85633304156363;2.8577500488609076;2.879250096157193;2.9236250557005405;2.9349999967962503;2.8721250128000975;2.8866248903796077;2.9029579600319266;2.9190839268267155;2.7456660754978657;2.685333020053804;2.736042020842433;2.787041012197733;2.8460839530453086;2.869916963391006;2.919499995186925;2.876457991078496;2.924541011452675;2.893958007916808;2.930500078946352;2.9366669477894902;2.905166009441018;2.89574998896569;2.9143330175429583;2.9189580818638206;2.9474999755620956;2.9701670864596963;2.9111660551279783;2.946334076113999;2.956707961857319;2.9645829927176237;2.959958976134658;2.9088750015944242;2.91012495290488;2.959375036880374;2.932916977442801;2.917582984082401;2.990415901876986;2.9527919832617044;2.978250035084784;2.96512502245605;2.984333084896207;3.0115830013528466;2.9531250474974513;2.9486670391634107;2.9499171068891883;2.9644579626619816;2.9743750346824527;3.0078329145908356;2.9648750787600875;2.96512502245605;2.9622919391840696;2.9997500823810697;2.99987499602139;2.96662503387779;2.9307499062269926;2.899083076044917;2.7417499804869294;2.835082937963307;2.905125031247735;2.867458970285952;2.878583036363125;2.9713750118389726;2.9106669826433063;2.9311670223250985;2.9676250414922833;2.929207985289395;2.9159169644117355;2.924958011135459;2.905542030930519;2.9442920349538326;2.952000009827316;2.9447500128299;2.927166991867125;2.9221250442788005;2.977041993290186;3.0305420514196157;2.959541976451874;2.9807499377056956;2.9752079863101244;2.973249997012317;3.00304195843637;2.976040937937796;2.9966250294819474;2.99016700591892;3.010291955433786;2.948167035356164;3.007291932590306;3.000624943524599;2.995415939949453;2.998500014655292;3.010875079780817;3.01520898938179;3.0269590206444263;2.980082994326949;2.9879159992560744;2.983874990604818;2.990499953739345;3.0239580664783716;2.9088329756632447;2.739708055742085;2.8597499476745725;2.8733330545946956;2.9067499563097954;2.9167920583859086;2.8885420178994536;2.8899579774588346;2.812708029523492;2.9238330898806453;3.105750074610114;2.730291918851435;2.9026250122115016;2.800124930217862;2.8232920449227095;2.823334070853889;2.958750003017485;2.948666922748089;2.9699589358642697;2.9715410200878978;2.98766593914479;3.0291250441223383;3.0190000543370843;2.9905830742791295;2.9516660142689943;3.013583947904408;2.9964579734951258;3.077874891459942;3.0509999487549067;3.028124920092523;2.9786250088363886;2.9770409455522895;3.026333055458963;3.0250829877331853;2.9913330217823386;3.006374929100275;2.954791998490691;2.9978330712765455;3.053624997846782;3.009959007613361;3.004875034093857;2.9785840306431055;2.962666912935674;3.074166947044432;3.0282919760793447;2.989458036608994;3.0348749132826924;3.016166971065104;3.035374917089939;3.028417006134987;3.0316250631585717;3.077167086303234;3.0055419774726033;3.0159999150782824;3.015708993189037;3.0260829953476787;2.9948330484330654;2.994416980072856;3.031291998922825;3.074374981224537;2.840832923538983;2.791792037896812;2.8786660404875875;2.8940830379724503;2.954249968752265;2.9225420439615846;2.8009170200675726;2.8829160146415234;3.0106661142781377;2.7806669240817428;2.9152079951018095;2.977625001221895;2.9871250735595822;2.9319170862436295;2.8014170238748193;2.9689579969272017;3.0134579865261912;2.8814160032197833;2.9367910465225577;2.9587089084088802;2.9678340069949627;2.9759579338133335;2.9969169991090894;3.0085420003160834;3.031875006854534;3.0280419159680605;3.0125000048428774;3.0580420279875398;3.0070000793784857;2.991209039464593;3.0299999052658677;3.010749933309853;3.057667054235935;3.0625000363215804;2.9865839751437306;3.0182499904185534;2.9675420373678207;3.0035419622436166;3.0085830949246883;2.9610409401357174;2.997874980792403;2.9790829867124557;2.9608329059556127;3.079792018979788;2.8925000224262476;2.8571669245138764;2.9496659990400076;2.9938750667497516;3.0258750775828958;3.0811249744147062;2.984332968480885;2.850125078111887;2.8402500320225954;2.8323750011622906;2.849042066372931;2.8603749815374613;2.858457970432937;2.8799580177292228;2.839457942172885;2.8630829183384776;2.9026250122115016;2.8808750212192535;2.86100001540035;2.874750061891973;2.859208034351468;2.8551670257002115;2.993499976582825;2.8491669800132513;2.8515419689938426;2.8771250508725643;2.8699999675154686;2.8689580503851175;2.905959030613303;2.879749983549118;2.90179206058383;2.86416697781533;2.88004195317626;2.891124924644828;2.8864580672234297;2.9082499677315354;2.899416023865342;2.8840829618275166;2.9192910296842456;2.966750063933432;2.934666001237929;2.631083014421165;2.745416946709156;2.7773750480264425;2.830540994182229;2.841415931470692;2.812082995660603;2.8580829966813326;2.858417108654976;2.8686249861493707;2.8830840019509196;2.8846249915659428;2.8840419836342335;2.920250059105456;2.9002500232309103;2.8504160000011325;2.9693329706788063;2.887292066588998;2.89441691711545;2.7506659971550107;2.72366707213223;2.768874983303249;2.8129590209573507;2.6868749409914017;2.772832987830043;2.8216660721227527;2.877832972444594;2.840208006091416;2.8846251079812646;2.8690419858321548;2.8836249839514494;2.9074999038130045;2.8985420940443873;2.959041972644627;2.932374947704375;2.9135840013623238;2.9095420613884926;2.931250026449561;2.935415948741138;2.9577499954029918;2.9139159014448524;2.9081670800223947;2.9402079526335;2.900333027355373;2.914292039349675;2.8725829906761646;2.93654203414917;2.8976249741390347;2.907334011979401;2.955749980174005;2.9851249419152737;2.9461249941959977;3.1003329204395413;2.919333055615425;2.9097909573465586;2.9540000250563025;2.920374972745776;2.918916055932641;2.95541703235358;2.9319169698283076;2.9473750619217753;2.971458015963435;2.9360830085352063;2.967791981063783;2.9312080005183816;2.933124895207584;2.9183330480009317;3.039875067770481;2.9373749857768416;2.891334006562829;2.6584159350022674;2.7983749751001596;2.8128339909017086;2.8564579552039504;2.8801660519093275;2.8660830575972795;2.8638329822570086;2.9027919517830014;2.918040961958468;2.8870420064777136;2.902416978031397;2.943499945104122;2.9182080179452896;2.931667026132345;3.0099580762907863;2.8892089612782;2.9275830602273345;2.9409589478746057;2.915958990342915;2.924333093687892;2.7634999714791775;2.738916897214949;2.8067920356988907;2.8900409815832973;2.885832916945219;2.9289169469848275;2.8663339326158166;2.902874955907464;2.915833960287273;2.9425000539049506;2.941833925433457;3.02229099906981;2.932041068561375;2.9842909425497055;2.964792074635625;2.9150829650461674;2.9328339733183384;2.8983340598642826;2.939834026619792;2.9564580181613564;2.9489999869838357;2.9408750124275684;2.980415942147374;2.9387499671429396;2.9669590294361115;2.9456668999046087;2.966500003822148;3.020708099938929;3.010791027918458;2.9867910780012608;3.0070000793784857;2.9570000478997827;2.954334020614624;2.9739170568063855;2.9599160188809037;2.9623749433085322;2.9670419171452522;2.978875068947673;2.989291911944747;2.942749997600913;2.9609999619424343;2.9882079688832164;2.970250090584159;2.977333962917328;3.0566250206902623;2.960250014439225;2.9835409950464964;2.748665981926024;2.8390419902279973;2.945000072941184;2.7744589606299996;2.76458403095603;2.8500829357653856;2.869082964025438;2.895332989282906;2.9100419487804174;2.9265829361975193;2.918040961958468;2.968000015243888;2.9331669211387634;2.935167052783072;3.00137500744313;2.9550420586019754;2.9617079999297857;2.9366660164669156;2.962041995488107;2.9764999635517597;2.969459048472345;2.9574170475825667;2.944250009022653;2.9787500388920307;2.9664169996976852;3.0250829877331853;2.9499169904738665;2.9331669211387634;2.93516693636775;2.915124990977347;3.0004169093444943;2.9692919924855232;2.9657909180969;2.947875065729022;2.9660839354619384;2.995625021867454;2.974082948639989;2.9784170910716057;2.9649579664692283;2.9480409575626254;2.9713750118389726;2.9493749607354403;2.9619999695569277;2.9654999962076545;2.97029095236212;2.9453340684995055;2.934874966740608;3.0247910181060433;2.9501249082386494;2.974333008751273;2.735291956923902;2.8168330900371075;2.8781669680029154;2.826749929226935;2.8207909781485796;2.9023339739069343;2.932916977442801;2.948333043605089;2.993041998706758;2.9341670451685786;3.0052500078454614;2.9612910002470016;2.9751670081168413;3.089957986958325;2.90029204916209;2.8275420190766454;2.9938750667497516;3.090833080932498;2.9867910780012608;3.094124956987798;2.9791250126436353;3.0120000010356307;3.016917034983635;2.910874900408089;2.974207978695631;3.0159589368849993;2.902165986597538;2.9156249947845936;2.925165928900242;2.8462919872254133;2.9248750070109963;2.934416988864541;2.946958993561566;3.0146249337121844;2.9887499986216426;2.99383292440325;2.989709028042853;2.99520802218467;3.00620892085135;2.985375002026558;3.001707955263555;3.0226249946281314;2.996249939315021;3.0033329967409372;2.9702080646529794;3.0288329580798745;3.0219999607652426;3.041874966584146;2.9882079688832164;3.024459001608193;3.005750011652708;3.0025839805603027;2.9842909425497055;2.9572920175269246;2.971332985907793;3.054165979847312;2.9907500138506293;2.9866660479456186;2.968750079162419;2.9729590751230717;2.983541926369071;2.9106669826433063;2.838500076904893;2.9201250290498137;2.925541950389743;2.9674170073121786;2.838292042724788;2.8035000432282686;2.930833026766777;2.9535830253735185;2.8767500771209598;2.984583959914744;2.8141250368207693;2.9177910182625055;3.017707960680127;3.0147089855745435;3.0620000325143337;3.0480839777737856;3.0649169348180294;3.0166669748723507;3.1677091028541327;3.043124917894602;3.0037909746170044;3.0590409878641367;3.0414171051234007;3.0734590254724026;3.038667025975883;3.032832988537848;3.0010000336915255;3.017667098902166;3.023875062353909;3.040708019398153;2.9902909882366657;2.994165988638997;2.987749991007149;3.005416947416961;2.9937090585008264;2.9931670287624;3.0342910904437304;2.980958088301122
file_transfer,ECC,handshake_latency_ms_raw,0.3155829617753625
file_transfer,ECC,tx_bytes_raw,356;0
file_transfer,ECC,renegotiation_count_raw,0;0
file_transfer,KYBER,transfer_latency_ms_raw,967.0061250217259;963.2000409765169
file_transfer,KYBER,throughput_mbps_raw,43.37412030255512;43.545513097650066
